Handle,Title,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
polson-skirt,,,,,,,Large,,Black,,,'13248,0,shopify,0,deny,manual,159.6,,TRUE,TRUE,'13248,https://cdn.shopify.com/s/files/1/0923/8036/products/Look_13_13245_1545.jpeg?v=1437069730,,,,,,,,,,,,,,,,,,,lb
polson-skirt,,,,,,,X Large,,Black,,,'13249,0,shopify,2,deny,manual,159.6,,TRUE,TRUE,'13249,,,,,,,,,,,,,,,,,,,,lb
fani-top,Fani Top,By Malene Birger,women's tops,"1/26, by malene berger, new, SALE, salefavorite, ss15, tops, visible, WEEK05, woman",TRUE,Size,X-Small,Color,Navy,,,'13254,0,shopify,0,deny,manual,159.6,,TRUE,TRUE,'13254,https://cdn.shopify.com/s/files/1/0923/8036/products/Look_08_13254_1484.jpeg?v=1437069715,,FALSE,,,apparel & accessories > clothing > shirts & tops,female,adult,,,,,TRUE,,,,,,,lb
fani-top,,,,,,,Small,,Navy,,,'13255,0,shopify,0,deny,manual,159.6,,TRUE,TRUE,'13255,https://cdn.shopify.com/s/files/1/0923/8036/products/Look_08_13254_1481.jpeg?v=1437069715,,,,,,,,,,,,,,,,,,,lb
fani-top,,,,,,,Medium,,Navy,,,'13256,0,shopify,2,deny,manual,159.6,,TRUE,TRUE,'13256,https://cdn.shopify.com/s/files/1/0923/8036/products/Look_08_13254_1485.jpeg?v=1437069715,,,,,,,,,,,,,,,,,,,lb
fani-top,,,,,,,Large,,Navy,,,'13257,0,shopify,0,deny,manual,159.6,,TRUE,TRUE,'13257,https://cdn.shopify.com/s/files/1/0923/8036/products/Look_08_13254_1486.jpeg?v=1437069715,,,,,,,,,,,,,,,,,,,lb
fani-top,,,,,,,X-Large,,Navy,,,'13258,0,shopify,1,deny,manual,159.6,,TRUE,TRUE,'13258,https://cdn.shopify.com/s/files/1/0923/8036/products/Look_08_13254_1487.jpeg?v=1437069715,,,,,,,,,,,,,,,,,,,lb
fani-top-1,Fani Top,By Malene Birger,women's tops,"1/26, by malene berger, cooloff, new, SALE, spring5, spring9, ss15, tops, visible, WEEK05, woman",TRUE,Size,X-Small,Color,Cream,,,'13259,0,shopify,0,deny,manual,159.6,,TRUE,TRUE,'13259,https://cdn.shopify.com/s/files/1/0923/8036/products/Look_07_13259_1471.jpeg?v=1437069706,,FALSE,,,apparel & accessories > clothing > shirts & tops,female,adult,,,,,TRUE,,,,,,,lb
fani-top-1,,,,,,,Small,,Cream,,,'13260,0,shopify,0,deny,manual,159.6,,TRUE,TRUE,'13260,https://cdn.shopify.com/s/files/1/0923/8036/products/Look_07_21909_1472.jpeg?v=1437069706,,,,,,,,,,,,,,,,,,,lb
fani-top-1,,,,,,,Medium,,Cream,,,'13261,0,shopify,0,deny,manual,159.6,,TRUE,TRUE,'13261,https://cdn.shopify.com/s/files/1/0923/8036/products/Look_07_13259_1462.jpeg?v=1437069706,,,,,,,,,,,,,,,,,,,lb
fani-top-1,,,,,,,Large,,Cream,,,'13262,0,shopify,1,deny,manual,159.6,,TRUE,TRUE,'13262,https://cdn.shopify.com/s/files/1/0923/8036/products/Look_07_13259_1465.jpeg?v=1437069706,,,,,,,,,,,,,,,,,,,lb
fani-top-1,,,,,,,X-Large,,Cream,,,'13263,0,shopify,1,deny,manual,159.6,,TRUE,TRUE,'13263,https://cdn.shopify.com/s/files/1/0923/8036/products/Look_07_13259_1469.jpeg?v=1437069706,,,,,,,,,,,,,,,,,,,lb
fani-top-1,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/Look_07_21909_1474.jpeg?v=1437069706,,,,,,,,,,,,,,,,,,,
oversized-bibbed-blouse-black,Oversized Bibbed Blouse,Kristensen du Nord,women's tops,"1/26, button ups, kristensen du nord, SALE, spring7, ss15, tops, visible, WEEK05, woman",TRUE,Size,0,Color,Black,,,'30000,0,shopify,1,deny,manual,292.6,,TRUE,TRUE,'30000,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_26_30000_2401.jpeg?v=1437069676,,FALSE,,,,,adult,,,,,TRUE,,,,,,,lb
oversized-bibbed-blouse-black,,,,,,,1,,Black,,,'30001,0,shopify,0,deny,manual,292.6,,TRUE,TRUE,'30001,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_26_30000_2400.jpeg?v=1437069676,,,,,,,,,,,,,,,,,,,lb
oversized-bibbed-blouse-black,,,,,,,2,,Black,,,'30002,0,shopify,0,deny,manual,292.6,,TRUE,TRUE,'30002,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_26_30000_2404.jpeg?v=1437069676,,,,,,,,,,,,,,,,,,,lb
oversized-bibbed-blouse-black,,,,,,,3,,Black,,,'30003,0,shopify,0,deny,manual,292.6,,TRUE,TRUE,'30003,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_26_30000_2409.jpeg?v=1437069676,,,,,,,,,,,,,,,,,,,lb
oversize-box-top,Oversize Box Top,Kristensen du Nord,women's tops,"1/26, full moon, kristensen du nord, putty, SALE, spring5, ss15, tops, visible, WEEK05, woman",TRUE,Size,1,Color,Powder,,,'30008,0,shopify,0,deny,manual,187.6,,TRUE,TRUE,'30008,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_09_30008_2246.jpeg?v=1437069662,,FALSE,,,,,adult,,,,,TRUE,,,,,,,lb
oversize-box-top,,,,,,,2,,Powder,,,'30009,0,shopify,1,deny,manual,187.6,,TRUE,TRUE,'30009,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_09_30008_2244.jpeg?v=1437069662,,,,,,,,,,,,,,,,,,,lb
oversize-box-top,,,,,,,3,,Powder,,,'30010,0,shopify,0,deny,manual,187.6,,TRUE,TRUE,'30010,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_09_30008_2245.jpeg?v=1437069662,,,,,,,,,,,,,,,,,,,lb
oversize-box-top,,,,,,,4,,Powder,,,'30011,0,shopify,0,deny,manual,187.6,,TRUE,TRUE,'30011,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_09_30008_2241.jpeg?v=1437069662,,,,,,,,,,,,,,,,,,,lb
long-sleeve-silk-dress-rock,Long Sleeve Silk Dress,Kristensen du Nord,women's dresses,"1/26, Ashley 2/5, dresses, kristensen du nord, SALE, silk, spring9, ss15, visible, WEEK05, WEEK06, woman",TRUE,Size,0,Color,Rock,,,'30015,0,shopify,0,deny,manual,593.6,,TRUE,TRUE,'30015,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_02_30015_2156.jpeg?v=1437069647,,FALSE,,,apparel & accessories > clothing > dresses,female,adult,,,,,TRUE,,,,,,,lb
long-sleeve-silk-dress-rock,,,,,,,1,,Rock,,,'30016,0,shopify,1,deny,manual,593.6,,TRUE,TRUE,'30016,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_02_30015_2153.jpeg?v=1437069647,,,,,,,,,,,,,,,,,,,lb
long-sleeve-silk-dress-rock,,,,,,,2,,Rock,,,'30017,0,shopify,1,deny,manual,593.6,,TRUE,TRUE,'30017,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_02_30015_2157.jpeg?v=1437069647,,,,,,,,,,,,,,,,,,,lb
long-sleeve-silk-dress-rock,,,,,,,3,,Rock,,,'30018,0,shopify,0,deny,manual,593.6,,TRUE,TRUE,'30018,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_02_30015_2158.jpeg?v=1437069647,,,,,,,,,,,,,,,,,,,lb
long-sleeve-silk-dress-rock,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_02_30015_2161.jpeg?v=1437069647,,,,,,,,,,,,,,,,,,,
long-sleeve-silk-dress-dust,Long Sleeve Silk Dress,Kristensen du Nord,women's dresses,"1/26, dresses, kristensen du nord, SALE, silk, ss15, visible, WEEK05, woman",TRUE,Size,0,Color,Dust,,,'30019,0,shopify,1,deny,manual,453.6,,TRUE,TRUE,'30019,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_04_30019_2186.jpeg?v=1437069639,,FALSE,,,apparel & accessories > clothing > dresses,female,adult,,,,,TRUE,,,,,,,lb
long-sleeve-silk-dress-dust,,,,,,,1,,Dust,,,'30020,0,shopify,2,deny,manual,453.6,,TRUE,TRUE,'30020,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_04_30019_2179.jpeg?v=1437069639,,,,,,,,,,,,,,,,,,,lb
long-sleeve-silk-dress-dust,,,,,,,2,,Dust,,,'30021,0,shopify,1,deny,manual,453.6,,TRUE,TRUE,'30021,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_04_30019_2182.jpeg?v=1437069639,,,,,,,,,,,,,,,,,,,lb
long-sleeve-silk-dress-dust,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_04_30019_2185.jpeg?v=1437069639,,,,,,,,,,,,,,,,,,,
long-sleeve-silk-dress-dust,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-03-07_Lana_LOOK3_30021_10861.jpeg?v=1437069639,,,,,,,,,,,,,,,,,,,
double-pocket-skirt-pearl,Double Pocket Skirt,Kristensen du Nord,women's skirts,"01/30, bottoms, Kristensen Du Nord, lana 2/8, SALE, skirts, spring5, spring6, ss15, visible, WEEK06, woman, womens",TRUE,Size,1,Color,Pearl,,,'30022,0,shopify,1,deny,manual,222.6,,TRUE,TRUE,'30022,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-08_Lana_Look_18_30022_2995.jpeg?v=1437069630,,FALSE,,,apparel & accessories > clothing > skirts,female,adult,,,,,TRUE,,,,,,,lb
double-pocket-skirt-pearl,,,,,,,2,,Pearl,,,'30023,0,shopify,0,deny,manual,222.6,,TRUE,TRUE,'30023,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-08_Lana_Look_18_30022_2985.jpeg?v=1437069630,,,,,,,,,,,,,,,,,,,lb
double-pocket-skirt-pearl,,,,,,,3,,Pearl,,,'30024,0,shopify,1,deny,manual,222.6,,TRUE,TRUE,'30024,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-08_Lana_Look_18_30022_3006.jpeg?v=1437069630,,,,,,,,,,,,,,,,,,,lb
double-pocket-skirt-pearl,,,,,,,4,,Pearl,,,'30025,0,shopify,0,deny,manual,222.6,,TRUE,TRUE,'30025,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-08_Lana_Look_18_30022_3008.jpeg?v=1437069630,,,,,,,,,,,,,,,,,,,lb
double-pocket-skirt-rock,Double Pocket Skirt,Kristensen du Nord,women's skirts,"01/30, bottoms, Kritensen Du Nord, SALE, skirts, ss15, visible, woman, womens",TRUE,Size,1,Color,Rock,,,'30560,0,shopify,0,deny,manual,222.6,,TRUE,TRUE,'30560,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_15_30022_2299_copy.jpeg?v=1437069623,,FALSE,,,apparel & accessories > clothing > skirts,female,adult,,,,,TRUE,,,,,,,lb
double-pocket-skirt-rock,,,,,,,2,,Rock,,,'30026,0,shopify,0,deny,manual,222.6,,TRUE,TRUE,'30026,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_15_30022_2301.jpeg?v=1437069623,,,,,,,,,,,,,,,,,,,lb
double-pocket-skirt-rock,,,,,,,3,,Rock,,,'30027,0,shopify,1,deny,manual,222.6,,TRUE,TRUE,'30027,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_15_30022_2305.jpeg?v=1437069623,,,,,,,,,,,,,,,,,,,lb
double-pocket-skirt-rock,,,,,,,4,,Rock,,,'30028,0,shopify,1,deny,manual,222.6,,TRUE,TRUE,'30028,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_15_30022_2307.jpeg?v=1437069623,,,,,,,,,,,,,,,,,,,lb
double-pocket-skirt-rock,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_15_30022_2311.jpeg?v=1437069623,,,,,,,,,,,,,,,,,,,
soft-sleeve-button-up-black,Soft Sleeve Button Up,Kristensen du Nord,women's button-ups,"01/30, button-up, kristensen du nord, SALE, ss15, tops, visible, woman, womens",TRUE,Size,1,Color,Black,,,'30054,0,shopify,1,deny,manual,264.6,,TRUE,TRUE,'30054,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_34_30054_2488.jpeg?v=1437069558,,FALSE,,,,,adult,,,,,TRUE,,,,,,,lb
soft-sleeve-button-up-black,,,,,,,2,,Black,,,'30055,0,shopify,1,deny,manual,264.6,,TRUE,TRUE,'30055,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_34_30054_2492.jpeg?v=1437069558,,,,,,,,,,,,,,,,,,,lb
soft-sleeve-button-up-black,,,,,,,3,,Black,,,'30056,0,shopify,1,deny,manual,264.6,,TRUE,TRUE,'30056,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_34_30054_2489.jpeg?v=1437069558,,,,,,,,,,,,,,,,,,,lb
soft-sleeve-button-up-black,,,,,,,4,,Black,,,'30057,0,shopify,1,deny,manual,264.6,,TRUE,TRUE,'30057,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_34_30054_2491.jpeg?v=1437069558,,,,,,,,,,,,,,,,,,,lb
soft-sleeve-button-up-navy,Soft Sleeve Button Up,Kristensen du Nord,women's button-ups,"01/30, 6/1one, button-ups, one, one6/11, SALE, ss15, tops, visible, woman, womens",TRUE,Size,1,Color,Navy,,,'30058,0,shopify,1,deny,manual,264.6,,TRUE,TRUE,'30058,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_33_30058_2477.jpeg?v=1437069550,,FALSE,,,,,adult,,,,,TRUE,,,,,,,lb
soft-sleeve-button-up-navy,,,,,,,2,,Navy,,,'30059,0,shopify,0,deny,manual,264.6,,TRUE,TRUE,'30059,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_33_30058_2478.jpeg?v=1437069550,,,,,,,,,,,,,,,,,,,lb
soft-sleeve-button-up-navy,,,,,,,3,,Navy,,,'30060,0,shopify,0,deny,manual,264.6,,TRUE,TRUE,'30060,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_33_30058_2480.jpeg?v=1437069550,,,,,,,,,,,,,,,,,,,lb
soft-sleeve-button-up-navy,,,,,,,4,,Navy,,,'30061,0,shopify,0,deny,manual,264.6,,TRUE,TRUE,'30061,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_33_30058_2483.jpeg?v=1437069550,,,,,,,,,,,,,,,,,,,lb
soft-sleeve-button-up-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_33_30058_2484.jpeg?v=1437069550,,,,,,,,,,,,,,,,,,,
soft-sleeve-button-up-white,Soft Sleeve Button Up,Kristensen du Nord,women's tops,"01/30, button-up, SALE, ss15, tops, visible, woman, womens",TRUE,Size,1,Color,White,,,'30062,0,shopify,0,deny,manual,264.6,,TRUE,TRUE,'30062,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_27_30062_2415.jpeg?v=1437069542,,FALSE,,,,,adult,,,,,TRUE,,,,,,,lb
soft-sleeve-button-up-white,,,,,,,2,,White,,,'30063,0,shopify,0,deny,manual,264.6,,TRUE,TRUE,'30063,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_27_30062_2419.jpeg?v=1437069542,,,,,,,,,,,,,,,,,,,lb
soft-sleeve-button-up-white,,,,,,,3,,White,,,'30064,0,shopify,-1,deny,manual,264.6,,TRUE,TRUE,'30064,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_27_30062_2422.jpeg?v=1437069542,,,,,,,,,,,,,,,,,,,lb
soft-sleeve-button-up-white,,,,,,,4,,White,,,'30065,0,shopify,2,deny,manual,264.6,,TRUE,TRUE,'30065,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_27_30062_2423.jpeg?v=1437069542,,,,,,,,,,,,,,,,,,,lb
soft-sleeve-button-up-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_27_30062_2421.jpeg?v=1437069542,,,,,,,,,,,,,,,,,,,
gol-threaded-top,Gol Threaded Top,Annette Gortz,women's tops,"02/02, annette gortz, bounty, Lana 2/8, one, one6/11, SALE, ss15, tops, visible, WEEK06, woman, womens",TRUE,Size,Small,Color,Stone,,,'30107,0,shopify,0,deny,manual,467.6,,TRUE,TRUE,'30107,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-08_Lana_Look_01_30107_2637.jpeg?v=1437069450,,FALSE,,,apparel & accessories > clothing > shirts & tops,female,adult,,,,,TRUE,,,,,,,lb
gol-threaded-top,,,,,,,Medium,,Stone,,,'30108,0,shopify,0,deny,manual,467.6,,TRUE,TRUE,'30108,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-08_Lana_Look_01_30107_2627.jpeg?v=1437069450,,,,,,,,,,,,,,,,,,,lb
gol-threaded-top,,,,,,,Large,,Stone,,,'30109,0,shopify,1,deny,manual,467.6,,TRUE,TRUE,'30109,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-08_Lana_Look_01_30107_2647.jpeg?v=1437069450,,,,,,,,,,,,,,,,,,,lb
gol-threaded-top,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-08_Lana_Look_01_30107_2650.jpeg?v=1437069450,,,,,,,,,,,,,,,,,,,
alia-knit-trouser,Alia Knit Trouser,Annette Gortz,women's pants,"02/02, annette gortz, bottoms, bounty, knitwear, pants, reshoot, SALE, salefav2, ss15, visible, woman, womens",TRUE,Size,X Small,Color,Stone,,,'30114,0,shopify,1,deny,manual,607.6,,TRUE,TRUE,'30114,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_38_30114_2540.jpeg?v=1442349954,,FALSE,,,apparel & accessories > clothing > pants,female,adult,,,,,TRUE,,,,,,,lb
alia-knit-trouser,,,,,,,Small,,Stone,,,'30115,0,shopify,2,deny,manual,607.6,,TRUE,TRUE,'30115,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_38_30114_2533.jpeg?v=1442349954,,,,,,,,,,,,,,,,,,,lb
alia-knit-trouser,,,,,,,Medium,,Stone,,,'30116,0,shopify,1,deny,manual,607.6,,TRUE,TRUE,'30116,,,,,,,,,,,,,,,,,,,,lb
alia-knit-trouser,,,,,,,Large,,Stone,,,'30117,0,shopify,1,deny,manual,607.6,,TRUE,TRUE,'30117,,,,,,,,,,,,,,,,,,,,lb
alia-knit-trouser,,,,,,,X Large,,Stone,,,'30118,0,shopify,1,deny,manual,607.6,,TRUE,TRUE,'30118,,,,,,,,,,,,,,,,,,,,lb
alia-knit-trouser-1,Alia Knit Trouser,Annette Gortz,women's pants,"02/02, annette gortz, Ashley 2/5, bottoms, bounty, knitwear, pants, reshoot, SALE, ss15, visible, WEEK06, woman, womens",TRUE,Size,X Small,Color,Black,,,'30119,0,shopify,1,deny,manual,607.6,,TRUE,TRUE,'30119,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_37_30119_2520.jpeg?v=1442349942,,FALSE,,,apparel & accessories > clothing > pants,female,adult,,,,,TRUE,,,,,,,lb
alia-knit-trouser-1,,,,,,,Small,,Black,,,'30120,0,shopify,1,deny,manual,607.6,,TRUE,TRUE,'30120,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_37_30119_2525.jpeg?v=1442349942,,,,,,,,,,,,,,,,,,,lb
alia-knit-trouser-1,,,,,,,Medium,,Black,,,'30121,0,shopify,3,deny,manual,607.6,,TRUE,TRUE,'30121,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_37_30119_2526.jpeg?v=1442349942,,,,,,,,,,,,,,,,,,,lb
alia-knit-trouser-1,,,,,,,Large,,Black,,,'30122,0,shopify,1,deny,manual,607.6,,TRUE,TRUE,'30122,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_37_30119_2527.jpeg?v=1442349942,,,,,,,,,,,,,,,,,,,lb
alia-knit-trouser-1,,,,,,,X Large,,Black,,,'30123,0,shopify,1,deny,manual,607.6,,TRUE,TRUE,'30123,,,,,,,,,,,,,,,,,,,,lb
bell-top,Bell Top,Annette Gortz,women's tops,"02/02, annette gortz, bounty, SALE, ss15, tops, visible, woman, womens",TRUE,Size,Small,Color,Mare,,,'30124,0,shopify,0,deny,manual,243.6,,TRUE,TRUE,'30124,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_30_30124_2449.jpeg?v=1442348655,,FALSE,,,apparel & accessories > clothing > shirts & tops,female,adult,,,,,TRUE,,,,,,,lb
bell-top,,,,,,,Medium,,Mare,,,'30125,0,shopify,0,deny,manual,243.6,,TRUE,TRUE,'30125,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_30_30124_2450.jpeg?v=1442348655,,,,,,,,,,,,,,,,,,,lb
bell-top,,,,,,,Large,,Mare,,,'30126,0,shopify,0,deny,manual,243.6,,TRUE,TRUE,'30126,,,,,,,,,,,,,,,,,,,,lb
bell-top,,,,,,,X Large,,Mare,,,'30127,0,shopify,1,deny,manual,243.6,,TRUE,TRUE,'30127,,,,,,,,,,,,,,,,,,,,lb
bell-top-1,Bell Top,Annette Gortz,women's tops,"02/02, annette gortz, bounty, SALE, ss15, tops, visible, woman, womens",TRUE,Size,Small,Color,Smoke,,,'30128,0,shopify,0,deny,manual,243.6,,TRUE,TRUE,'30128,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_30_30124_2454.jpeg?v=1442348635,,FALSE,,,apparel & accessories > clothing > shirts & tops,female,adult,,,,,TRUE,,,,,,,lb
bell-top-1,,,,,,,Medium,,Smoke,,,'30129,0,shopify,0,deny,manual,243.6,,TRUE,TRUE,'30129,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_30_30124_2459.jpeg?v=1442348635,,,,,,,,,,,,,,,,,,,lb
bell-top-1,,,,,,,Large,,Smoke,,,'30130,0,shopify,0,deny,manual,243.6,,TRUE,TRUE,'30130,,,,,,,,,,,,,,,,,,,,lb
bell-top-1,,,,,,,X Large,,Smoke,,,'30131,0,shopify,1,deny,manual,243.6,,TRUE,TRUE,'30131,,,,,,,,,,,,,,,,,,,,lb
berry-top,Berry Top,Annette Gortz,women's tops,"02/02, annette gortz, bounty, lana 2/8, SALE, spring4, ss15, tops, visible, WEEK06, woman, womens",TRUE,Size,Small,Color,Off White,,,'30132,0,shopify,1,deny,manual,278.6,,TRUE,TRUE,'30132,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-08_Lana_Look_14_30132_2861.jpeg?v=1442348673,,FALSE,,,apparel & accessories > clothing > shirts & tops,female,adult,,,,,TRUE,,,,,,,lb
berry-top,,,,,,,Medium,,Off White,,,'30133,0,shopify,1,deny,manual,278.6,,TRUE,TRUE,'30133,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-08_Lana_Look_14_30132_2866.jpeg?v=1442348673,,,,,,,,,,,,,,,,,,,lb
berry-top,,,,,,,Large,,Off White,,,'30134,0,shopify,0,deny,manual,278.6,,TRUE,TRUE,'30134,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-08_Lana_Look_14_30132_2875.jpeg?v=1442348673,,,,,,,,,,,,,,,,,,,lb
berry-top,,,,,,,X Large,,Off White,,,'30135,0,shopify,1,deny,manual,278.6,,TRUE,TRUE,'30135,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-08_Lana_Look_14_30132_2880.jpeg?v=1442348673,,,,,,,,,,,,,,,,,,,lb
berry-top-1,Berry Top,Annette Gortz,women's tops,"02/02, annette gortz, bounty, SALE, ss15, tops, visible, woman, womens",TRUE,Size,Small,Color,Smoke,,,'30136,0,shopify,0,deny,manual,278.6,,TRUE,TRUE,'30136,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_35_30139_2496.jpeg?v=1437069398,,FALSE,,,apparel & accessories > clothing > shirts & tops,female,adult,,,,,TRUE,,,,,,,lb
berry-top-1,,,,,,,Medium,,Smoke,,,'30137,0,shopify,1,deny,manual,278.6,,TRUE,TRUE,'30137,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_35_30139_2502.jpeg?v=1437069398,,,,,,,,,,,,,,,,,,,lb
berry-top-1,,,,,,,Large,,Smoke,,,'30138,0,shopify,0,deny,manual,278.6,,TRUE,TRUE,'30138,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_35_30139_2495.jpeg?v=1437069398,,,,,,,,,,,,,,,,,,,lb
berry-top-1,,,,,,,X Large,,Smoke,,,'30139,0,shopify,1,deny,manual,278.6,,TRUE,TRUE,'30139,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_35_30139_2497.jpeg?v=1437069398,,,,,,,,,,,,,,,,,,,lb
berry-top-1,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_35_30139_2498.jpeg?v=1437069398,,,,,,,,,,,,,,,,,,,
berry-top-1,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-05_Ashley_Look_35_30139_2499.jpeg?v=1437069398,,,,,,,,,,,,,,,,,,,
beth-top,Beth Top,Annette Gortz,women's tops,"02/02, annette gortz, bounty, SALE, ss15, tops, visible, woman, womens",TRUE,Size,Small,Color,Smoke,,,'30140,0,shopify,1,deny,manual,278.6,,TRUE,TRUE,'30140,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-08_Lana_Look_27_30140_3216.jpeg?v=1442348685,,FALSE,,,apparel & accessories > clothing > shirts & tops,female,adult,,,,,TRUE,,,,,,,lb
beth-top,,,,,,,Medium,,Smoke,,,'30141,0,shopify,0,deny,manual,278.6,,TRUE,TRUE,'30141,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-08_Lana_Look_27_30140_3222.jpeg?v=1442348685,,,,,,,,,,,,,,,,,,,lb
