Handle,Title,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
s14-onl-li-4184l-navy,Delicious Camisole,Only Hearts,women's lingerie,"arrivals, AW15, Camisole, F14, foundation, intimates, lace, Only Hearts, S14, signature, undergarment, visible, Woman",TRUE,COLOR,Navy,SIZE,Small,,,'30235,0,shopify,4,deny,manual,78,,TRUE,TRUE,'30235,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_10_18_Lana_Look1101.jpeg?v=1437081385,,FALSE,,,apparel & accessories > clothing > shirts & tops > camisoles & tank tops,female,adult,,,,,TRUE,,,,,,,lb
s14-onl-li-4184l-navy,,,,,,,Navy,,Medium,,,'30236,0,shopify,0,deny,manual,78,,TRUE,TRUE,'30236,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_10_18_Lana_Look1104.jpeg?v=1437081385,,,,,,,,,,,,,,,,,,,lb
s14-onl-li-4184l-navy,,,,,,,Navy,,Large,,,'30237,0,shopify,0,deny,manual,78,,TRUE,TRUE,'30237,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_10_18_Lana_Look1103.jpeg?v=1437081385,,,,,,,,,,,,,,,,,,,lb
s14-onl-li-4184l-navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_10_18_Lana_Look1105.jpeg?v=1437081385,,,,,,,,,,,,,,,,,,,
s14-onl-li-5656-black,Delicious Camisole,Only Hearts,women's lingerie,"arrivals, AW15, black, camisole, F14, foundation, intimates, Only Hearts, signature, top, undergarment, visible, Woman",TRUE,COLOR,Black,SIZE,Small,,,'11897,0,shopify,4,deny,manual,78,,TRUE,TRUE,'11897,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_10_18_Lana_Look1402.jpeg?v=1437081378,,FALSE,,,apparel & accessories > clothing > shirts & tops > camisoles & tank tops,female,adult,,,,,TRUE,,,,,,,lb
s14-onl-li-5656-black,,,,,,,Black,,Large,,,'20000,0,shopify,7,deny,manual,78,,TRUE,TRUE,'20000,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_10_18_Lana_Look1401.jpeg?v=1437081378,,,,,,,,,,,,,,,,,,,lb
s14-onl-li-5656-black,,,,,,,Black,,Medium,,,'23340,0,shopify,5,deny,manual,78,,TRUE,TRUE,'23340,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_10_18_Lana_Look1403.jpeg?v=1437081378,,,,,,,,,,,,,,,,,,,lb
s14-onl-li-5656-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_10_18_Lana_Look1404.jpeg?v=1437081378,,,,,,,,,,,,,,,,,,,
s14-oto-br-br-41-silver,Bracelet 41 in Silver,1-100,unisex bracelets,"1-100, Accessories, arrivals, AW15, Bracelets, gift guide, jewelry, Man, mothermoon, signature, silver, spring2, visible, Woman",TRUE,COLOR,Silver,SIZE,Small,,,'11960,0,shopify,0,deny,manual,578,,TRUE,TRUE,'11960,https://cdn.shopify.com/s/files/1/0923/8036/products/product_bracelet_1-100_bracelet41_01.jpeg?v=1437081366,,FALSE,,,apparel & accessories > jewelry > bracelets,unisex,adult,,,,,TRUE,,,,,,,lb
s14-oto-br-br-41-silver,,,,,,,Silver,,Large,,,'11961,0,shopify,2,deny,manual,578,,TRUE,TRUE,'11961,https://cdn.shopify.com/s/files/1/0923/8036/products/product_bracelet_1-100_bracelet41_02_1024x1024_4cf03d97-1d41-4b58-854c-ee22b23561cb.jpeg?v=1437081366,,,,,,,,,,,,,,,,,,,lb
s14-oto-br-br-3-silver,Bracelet 3 in Silver,1-100,unisex bracelets,"1-100, Accessories, Bracelets, cooloff, gift guide, jewelry, last, Man, S14, silver, visible, Woman",TRUE,COLOR,Silver,SIZE,Large,,,'11963,,shopify,1,deny,manual,938,,TRUE,TRUE,'11963,https://cdn.shopify.com/s/files/1/0923/8036/products/product_bracelet_1-100_bracelet3_01.jpeg?v=1441401623,,FALSE,,,apparel & accessories > jewelry > bracelets,unisex,adult,,,,,TRUE,,,,,,,lb
s14-frm-sh-s-gry-12000-no-color,Paul Shirt in Grey Flannel,Frank & Eileen,men's button-ups,"Button-ups, cyber, Frank & Eileen, grey, grey flannel, Man, mens, Plaid, S14, SALE, SALE50, shirt, tops, visible",TRUE,COLOR,Grey Flannel,SIZE,Small,,,'12000,0,shopify,1,deny,manual,108,,TRUE,TRUE,'12000,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look6_01.jpeg?v=1437081354,,FALSE,,,apparel & accessories > clothing > shirts & tops,male,adult,,,,,TRUE,,,,,,,lb
s14-frm-sh-s-gry-12000-no-color,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look6_02.jpeg?v=1437081354,,,,,,,,,,,,,,,,,,,
s14-frm-sh-s-gry-12000-no-color,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look6_04.jpeg?v=1437081354,,,,,,,,,,,,,,,,,,,
s14-frm-sh-s-gry-12000-no-color,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look6_03.jpeg?v=1437081354,,,,,,,,,,,,,,,,,,,
s14-frm-sh-s-gry-12000-no-color,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look6_05.jpeg?v=1437081354,,,,,,,,,,,,,,,,,,,
s14-oto-br-b-84-silver,Bracelet 84 in Silver,1-100,unisex bracelets,"1-100, Accessories, Bracelets, cooloff, Cuff, gift guide, last, putty, S14, Silver, visible, Woman",TRUE,COLOR,Silver,SIZE,Large,,,'12072,,shopify,1,deny,manual,998,,TRUE,TRUE,'12072,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-04-20_Accessories_20_12072_21332.jpeg?v=1437081343,,FALSE,,,apparel & accessories > jewelry > bracelets,unisex,adult,,,,,TRUE,,,,,,,lb
s14-oto-br-b-84-silver,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-04-20_Accessories_20_12072_21333.jpeg?v=1437081343,,,,,,,,,,,,,,,,,,,
s14-oto-br-b-84-silver,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-04-20_Accessories_20_12072_21334.jpeg?v=1437081343,,,,,,,,,,,,,,,,,,,
s14-oto-br-b-84-silver,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-04-20_Accessories_20_12072_21335.jpeg?v=1437081343,,,,,,,,,,,,,,,,,,,
s14-oto-ri-rng-56-silver,Ring 56 in Silver,1-100,unisex rings,"1-100, Accessories, Man, Rings, S14, visible, Woman",TRUE,COLOR,Silver,SIZE,Small,,,'12075,,shopify,1,deny,manual,398,,TRUE,TRUE,'12075,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-04-20_Accessories_23_12075_21344.jpeg?v=1437081338,,FALSE,,,apparel & accessories > jewelry > rings,unisex,adult,,,,,TRUE,,,,,,,lb
s14-oto-ri-rng-56-silver,,,,,,,Silver,,Large,,,'12076,,shopify,1,deny,manual,398,,TRUE,TRUE,'12076,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-04-20_Accessories_23_12075_21345.jpeg?v=1437081338,,,,,,,,,,,,,,,,,,,lb
s14-oto-ri-rng-56-silver,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-04-20_Accessories_23_12075_21346.jpeg?v=1437081338,,,,,,,,,,,,,,,,,,,
iranta-leather-dress-black,Iranta Leather Dress in Black,By Malene Birger,women's dresses,"By Malene Birger, Dress, Dresses, S14, sheath, shift, sleeveless, visible, Woman",TRUE,COLOR,Black,SIZE,36,,,'12148,,shopify,1,deny,manual,978,,TRUE,TRUE,'12148,https://cdn.shopify.com/s/files/1/0923/8036/products/6_21_LOOKS077.jpeg?v=1437081310,,FALSE,,,apparel & accessories > clothing > dresses,female,adult,,women's dresses,women's dresses,new,TRUE,,,,,,,lb
iranta-leather-dress-black,,,,,,,Black,,40,,,'12150,,shopify,1,deny,manual,978,,TRUE,TRUE,'12150,https://cdn.shopify.com/s/files/1/0923/8036/products/6_21_LOOKS072.jpeg?v=1437081310,,,,,,,,,,,,,,,,,,,lb
iranta-leather-dress-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/6_21_LOOKS089.jpeg?v=1437081310,,,,,,,,,,,,,,,,,,,
overprint-tunic-navy,Overprint T-Shirt in Navy,Avant Toi,men's t-shirts,"Avant Toi, blue, cyber, dyed, Man, ombre, S14, SALE, SALE50, t-shirts, tee, tops, visible",TRUE,COLOR,Navy,SIZE,Small,,,'12172,0,shopify,1,deny,manual,88,,TRUE,TRUE,'12172,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look13_01.jpeg?v=1437081303,,FALSE,,,apparel & accessories > clothing > shirts & tops,male,adult,,,,,TRUE,,,,,,,lb
overprint-tunic-navy,,,,,,,Navy,,Medium,,,'12173,0,shopify,1,deny,manual,88,,TRUE,TRUE,'12173,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look13_03.jpeg?v=1437081303,,,,,,,,,,,,,,,,,,,lb
overprint-tunic-navy,,,,,,,Navy,,Large,,,'12174,0,shopify,1,deny,manual,88,,TRUE,TRUE,'12174,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look13_02.jpeg?v=1437081303,,,,,,,,,,,,,,,,,,,lb
overprint-tunic-green,Overprint T-Shirt in Green,Avant Toi,men's t-shirts,"Avant Toi, cyber, dyed, green, Man, ombre, S14, SALE, SALE50, t-shirts, tee, tops, visible",TRUE,COLOR,Green,SIZE,Small,,,'12176,0,shopify,1,deny,manual,88,,TRUE,TRUE,'12176,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look12_01.jpeg?v=1437081298,,FALSE,,,apparel & accessories > clothing > shirts & tops,male,adult,,,,,TRUE,,,,,,,lb
overprint-tunic-green,,,,,,,Green,,Medium,,,'12177,0,shopify,1,deny,manual,88,,TRUE,TRUE,'12177,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look12_02.jpeg?v=1437081298,,,,,,,,,,,,,,,,,,,lb
overprint-tunic-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look12_03.jpeg?v=1437081298,,,,,,,,,,,,,,,,,,,
overprint-tunic-green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look12_04.jpeg?v=1437081298,,,,,,,,,,,,,,,,,,,
melange-tunic-navy-black,Melange T-Shirt in Navy/Black,Avant Toi,men's t-shirts,"Avant Toi, blue, cyber, dyed, Man, navy, S14, SALE, SALE50, shirt, t-shirts, tee, tops, visible",TRUE,COLOR,Navy/Black,SIZE,Small,,,'12192,0,shopify,1,deny,manual,88,,TRUE,TRUE,'12192,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look11_01.jpeg?v=1437081288,,FALSE,,,apparel & accessories > clothing > shirts & tops,male,adult,,,,,TRUE,,,,,,,lb
melange-tunic-navy-black,,,,,,,Navy/Black,,Medium,,,'12193,0,shopify,2,deny,manual,88,,TRUE,TRUE,'12193,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look11_02.jpeg?v=1437081288,,,,,,,,,,,,,,,,,,,lb
melange-tunic-navy-black,,,,,,,Navy/Black,,Large,,,'12194,0,shopify,2,deny,manual,88,,TRUE,TRUE,'12194,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look11_03.jpeg?v=1437081288,,,,,,,,,,,,,,,,,,,lb
melange-tunic-navy-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look11_04.jpeg?v=1437081288,,,,,,,,,,,,,,,,,,,
lemy-blazer-grey,Lemy Blazer in Grey,Hannes Roether,men's button-ups,"Blazer, blue, cyber, grey, Hannes Roether, jacket, Man, outerwear, S14, SALE, SALE50, tops, visible",TRUE,COLOR,Grey,SIZE,Small,,,'12273,0,shopify,0,deny,manual,168,,TRUE,TRUE,'12273,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look10_10.jpeg?v=1437081269,,FALSE,,,apparel & accessories > clothing > outerwear > coats & jackets > blazers,male,adult,,,,,TRUE,,,,,,,lb
lemy-blazer-grey,,,,,,,Grey,,Large,,,'12275,0,shopify,1,deny,manual,168,,TRUE,TRUE,'12275,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look10_11.jpeg?v=1437081269,,,,,,,,,,,,,,,,,,,lb
lemy-blazer-grey,,,,,,,Grey,,XLarge,,,'12276,0,shopify,0,deny,manual,168,,TRUE,TRUE,'12276,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look10_13.jpeg?v=1437081269,,,,,,,,,,,,,,,,,,,lb
lemy-blazer-grey,,,,,,,Grey,,XXLarge,,,'12277,0,shopify,1,deny,manual,168,,TRUE,TRUE,'12277,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look10_12.jpeg?v=1437081269,,,,,,,,,,,,,,,,,,,lb
lemy-blazer-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look10_14.jpeg?v=1437081269,,,,,,,,,,,,,,,,,,,
lio-shirt-grey,Lio Shirt in Grey,Hannes Roether,men's,"blue, cyber, grey, Hannes Roether, Man, mens, polo, S14, SALE, SALE50, tee, tops, visible",TRUE,COLOR,Grey,SIZE,Small,,,'12283,0,shopify,1,deny,manual,118,,TRUE,TRUE,'12283,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look4_01.jpeg?v=1437081258,,FALSE,,,apparel & accessories > clothing > shirts & tops,male,adult,,,,,TRUE,,,,,,,lb
lio-shirt-grey,,,,,,,Grey,,Medium,,,'12284,0,shopify,0,deny,manual,118,,TRUE,TRUE,'12284,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look4_02.jpeg?v=1437081258,,,,,,,,,,,,,,,,,,,lb
lio-shirt-grey,,,,,,,Grey,,Large,,,'12285,0,shopify,0,deny,manual,118,,TRUE,TRUE,'12285,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look4_03.jpeg?v=1437081258,,,,,,,,,,,,,,,,,,,lb
lio-shirt-grey,,,,,,,Grey,,XLarge,,,'12286,0,shopify,1,deny,manual,118,,TRUE,TRUE,'12286,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look4_04.jpeg?v=1437081258,,,,,,,,,,,,,,,,,,,lb
lio-shirt-grey,,,,,,,Grey,,XX Large,,,'12291,0,shopify,0,deny,manual,118,,TRUE,TRUE,'12291,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look4_05.jpeg?v=1437081258,,,,,,,,,,,,,,,,,,,lb
layered-contrast-dress-white-black,Layered Contrast Dress in Cream/Black,Amelia Toro,women's dresses,"Amelia Toro, black, contrast, cream, crepe wool, cyber, dresses, Little Black Dress, S14, SALE, SALE50, visible, Woman",TRUE,COLOR,Cream/Black,SIZE,2,,,'12370,0,shopify,0,deny,manual,498,,TRUE,TRUE,'12370,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look02_05.jpeg?v=1437081241,,FALSE,,,apparel & accessories > clothing > dresses,female,adult,,,,,TRUE,,,,,,,lb
layered-contrast-dress-white-black,,,,,,,Cream/Black,,4,,,'12371,0,shopify,1,deny,manual,498,,TRUE,TRUE,'12371,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look02_01.jpeg?v=1437081241,,,,,,,,,,,,,,,,,,,lb
layered-contrast-dress-white-black,,,,,,,Cream/Black,,10,,,'12374,0,shopify,1,deny,manual,498,,TRUE,TRUE,'12374,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look02_02.jpeg?v=1437081241,,,,,,,,,,,,,,,,,,,lb
layered-contrast-dress-white-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look02_03.jpeg?v=1437081241,,,,,,,,,,,,,,,,,,,
layered-contrast-dress-white-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look02_04.jpeg?v=1437081241,,,,,,,,,,,,,,,,,,,
layered-contrast-dress-white-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look02_06.jpeg?v=1437081241,,,,,,,,,,,,,,,,,,,
asymmetric-dress-black,Asymmetric Dress in Black,Amelia Toro,women's dresses,"Amelia Toro, cyber, Dress, Dresses, Little Black Dress, S14, SALE, SALE50, visible, Woman",TRUE,COLOR,Black,SIZE,2,,,'12380,0,shopify,0,deny,manual,578,,TRUE,TRUE,'12380,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look034_02.jpeg?v=1437081220,,FALSE,,,apparel & accessories > clothing > dresses,female,adult,,,,,TRUE,,,,,,,lb
asymmetric-dress-black,,,,,,,Black,,4,,,'12381,0,shopify,1,deny,manual,578,,TRUE,TRUE,'12381,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look034_05.jpeg?v=1437081220,,,,,,,,,,,,,,,,,,,lb
asymmetric-dress-black,,,,,,,Black,,6,,,'12382,0,shopify,1,deny,manual,578,,TRUE,TRUE,'12382,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look034_01.jpeg?v=1437081220,,,,,,,,,,,,,,,,,,,lb
asymmetric-dress-black,,,,,,,Black,,10,,,'12384,0,shopify,1,deny,manual,578,,TRUE,TRUE,'12384,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look034_07.jpeg?v=1437081220,,,,,,,,,,,,,,,,,,,lb
asymmetric-dress-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look034_08.jpeg?v=1437081220,,,,,,,,,,,,,,,,,,,
asymmetric-dress-cream-black,Asymmetric Dress in Cream/Black,Amelia Toro,women's dresses,"Amelia Toro, Black, contrast, Cream, cyber, Dress, Dresses, Little Black Dress, S14, SALE, SALE50, visible, Woman",TRUE,COLOR,Cream/Black,SIZE,4,,,'12386,0,shopify,1,deny,manual,578,,TRUE,TRUE,'12386,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look05_01.jpeg?v=1437081211,,FALSE,,,apparel & accessories > clothing > dresses,female,adult,,,,,TRUE,,,,,,,lb
asymmetric-dress-cream-black,,,,,,,Cream/Black,,6,,,'12387,0,shopify,1,deny,manual,578,,TRUE,TRUE,'12387,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look05_03.jpeg?v=1437081211,,,,,,,,,,,,,,,,,,,lb
asymmetric-dress-cream-black,,,,,,,Cream/Black,,8,,,'12388,0,shopify,0,deny,manual,578,,TRUE,TRUE,'12388,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look05_04.jpeg?v=1437081211,,,,,,,,,,,,,,,,,,,lb
asymmetric-dress-cream-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look05_05.jpeg?v=1437081211,,,,,,,,,,,,,,,,,,,
asymmetric-dress-cream-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look05_06.jpeg?v=1437081211,,,,,,,,,,,,,,,,,,,
asymmetric-dress-cream-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look05_07.jpeg?v=1437081211,,,,,,,,,,,,,,,,,,,
golf-shoe-black,Golf Shoe in Black,Amelia Toro,women's shoes,"Amelia Toro, arrivals, AW15, black, Constructed Luxury, footwear, golf shoe, last, leather, one, oxford, Shoe, shoemoon, shoes, Signature, visible, Woman",TRUE,COLOR,Black,SIZE,36,,,'12405,,shopify,0,deny,manual,568,,TRUE,TRUE,'12405,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-02_Accessories_13_12409_2133.jpeg?v=1437081189,,FALSE,,,apparel & accessories > shoes > flats,female,adult,,,,,TRUE,,,,,,,lb
golf-shoe-black,,,,,,,Black,,37,,,'12406,,shopify,0,deny,manual,568,,TRUE,TRUE,'12406,https://cdn.shopify.com/s/files/1/0923/8036/products/2014-09-30_Ashley_Look_02_8367_e425efca-7205-428b-a95a-90c111ff1182.jpeg?v=1437081189,,,,,,,,,,,,,,,,,,,lb
golf-shoe-black,,,,,,,Black,,38,,,'12407,,shopify,0,deny,manual,568,,TRUE,TRUE,'12407,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-02_Accessories_13_12409_2135.jpeg?v=1437081189,,,,,,,,,,,,,,,,,,,lb
golf-shoe-black,,,,,,,Black,,40,,,'12409,,shopify,1,deny,manual,568,,TRUE,TRUE,'12409,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-02_Accessories_13_12409_2137.jpeg?v=1437081189,,,,,,,,,,,,,,,,,,,lb
golf-shoe-black,,,,,,,Black,,41,,,'12410,,shopify,0,deny,manual,568,,TRUE,TRUE,'12410,https://cdn.shopify.com/s/files/1/0923/8036/products/Product_Shoes_AmeliaToro_GolfShoe_black_03.jpeg?v=1437081189,,,,,,,,,,,,,,,,,,,lb
golf-shoe-black,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/Product_Shoes_AmeliaToro_GolfShoe_black02.jpeg?v=1437081189,,,,,,,,,,,,,,,,,,,
golf-shoe-white,Golf Shoe in White,Amelia Toro,women's shoes,"Amelia Toro, arrivals, AW15, Constructed Luxury, footwear, golf shoe, last, leather, one, oxford, Relaxed Luxury, shoe, shoemoon, shoes, Signature, Spring In Motion, visible, white, Woman",TRUE,COLOR,White,SIZE,37,,,'12412,,shopify,2,deny,manual,568,,TRUE,TRUE,'12412,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-02_Accessories_12_12413_2126.jpeg?v=1437081179,,FALSE,,,apparel & accessories > shoes,female,adult,,,,,TRUE,,,,,,,lb
golf-shoe-white,,,,,,,White,,38,,,'12413,,shopify,1,deny,manual,568,,TRUE,TRUE,'12413,https://cdn.shopify.com/s/files/1/0923/8036/products/2014-09-06_Lana_Look5_02.jpeg?v=1437081179,,,,,,,,,,,,,,,,,,,lb
golf-shoe-white,,,,,,,White,,39,,,'12414,,shopify,1,deny,manual,568,,TRUE,TRUE,'12414,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-02_Accessories_12_12413_2130.jpeg?v=1437081179,,,,,,,,,,,,,,,,,,,lb
golf-shoe-white,,,,,,,White,,36,,,'50384,0,shopify,1,deny,manual,568,,TRUE,TRUE,'50384,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-02-02_Accessories_12_12413_2131.jpeg?v=1437081179,,,,,,,,,,,,,,,,,,,lb
golf-shoe-white,,,,,,,White,,40,,,'50385,0,shopify,0,deny,manual,568,,TRUE,TRUE,'50385,https://cdn.shopify.com/s/files/1/0923/8036/products/Product_Shoes_AmeliaToro_GolfShoe_white04.jpeg?v=1437081179,,,,,,,,,,,,,,,,,,,lb
wingtip-loafer-blue,Wingtip Loafer in Blue,Verba,women's shoes,"accessories, blue, cyber, footwear, grey, loafer, S14, sale, SALE50, Shoes, slip on, Verba, visible, wingtip, Woman",TRUE,COLOR,Blue,SIZE,36,,,'12590,0,shopify,1,deny,manual,98,,TRUE,TRUE,'12590,https://cdn.shopify.com/s/files/1/0923/8036/products/Products_126592a.jpeg?v=1437081140,,FALSE,,,apparel & accessories > shoes,female,adult,,women's shoes,women's shoes,new,TRUE,,,,,,,lb
wingtip-loafer-blue,,,,,,,Blue,,38,,,'12592,0,shopify,0,deny,manual,98,,TRUE,TRUE,'12592,https://cdn.shopify.com/s/files/1/0923/8036/products/Products_126592c.jpeg?v=1437081141,,,,,,,,,,,,,,,,,,,lb
wingtip-loafer-blue,,,,,,,Blue,,40,,,'12594,0,shopify,0,deny,manual,98,,TRUE,TRUE,'12594,https://cdn.shopify.com/s/files/1/0923/8036/products/Products_126592b.jpeg?v=1437081141,,,,,,,,,,,,,,,,,,,lb
wingtip-loafer-blue,,,,,,,Blue,,41,,,'12595,0,shopify,1,deny,manual,98,,TRUE,TRUE,'12595,https://cdn.shopify.com/s/files/1/0923/8036/products/Products_126592d.jpeg?v=1437081141,,,,,,,,,,,,,,,,,,,lb
wingtip-loafer-blue,,,,,,,Blue,,42,,,'12596,0,shopify,2,deny,manual,98,,TRUE,TRUE,'12596,,,,,,,,,,,,,,,,,,,,lb
wingtip-loafer-orange,Wingtip Loafer in Orange,Verba,women's shoes,"accessories, footwear, orange, S14, SALE, Sale50, Shoes, Verba, visible, Woman",TRUE,COLOR,Orange,SIZE,36,,,'12597,0,shopify,0,deny,manual,98,,TRUE,TRUE,'12597,https://cdn.shopify.com/s/files/1/0923/8036/products/Verba_6773.jpeg?v=1437081133,,FALSE,,,apparel & accessories > shoes,female,adult,,,,,TRUE,,,,,,,lb
wingtip-loafer-orange,,,,,,,Orange,,38,,,'12599,0,shopify,1,deny,manual,98,,TRUE,TRUE,'12599,https://cdn.shopify.com/s/files/1/0923/8036/products/Verba_6776.jpeg?v=1437081133,,,,,,,,,,,,,,,,,,,lb
wingtip-loafer-orange,,,,,,,Orange,,39,,,'12600,0,shopify,2,deny,manual,98,,TRUE,TRUE,'12600,https://cdn.shopify.com/s/files/1/0923/8036/products/Verba_6778.jpeg?v=1437081133,,,,,,,,,,,,,,,,,,,lb
wingtip-loafer-orange,,,,,,,Orange,,40,,,'12601,0,shopify,1,deny,manual,98,,TRUE,TRUE,'12601,https://cdn.shopify.com/s/files/1/0923/8036/products/Verba_6780.jpeg?v=1437081133,,,,,,,,,,,,,,,,,,,lb
wingtip-loafer-orange,,,,,,,Orange,,41,,,'12602,0,shopify,2,deny,manual,98,,TRUE,TRUE,'12602,,,,,,,,,,,,,,,,,,,,lb
wingtip-loafer-orange,,,,,,,Orange,,42,,,'12603,0,shopify,2,deny,manual,98,,TRUE,TRUE,'12603,,,,,,,,,,,,,,,,,,,,lb
